Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,State Name,Region,Measure,Type
07_2016,SD,H_COMP_6,12,0,88,South Dakota,West North Central,Discharge Information,Composite Measure
07_2016,SD,H_COMP_7,4,42,54,South Dakota,West North Central,Care Transition,Composite Measure
07_2016,SD,H_HSP_RATING,5,17,78,South Dakota,West North Central,Overall Hospital Rating,Global Item
07_2016,SD,H_QUIET_HSP,4,26,70,South Dakota,West North Central,Quietness of Hospital Environment,Individual Item
07_2016,SD,H_RECMND,2,21,77,South Dakota,West North Central,Willingness to Recommend the Hospital,Global Item
07_2016,TN,H_CLEAN_HSP,10,17,73,Tennessee,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2016,TN,H_COMP_1,5,15,80,Tennessee,East South Central,Communication with Nurses,Composite Measure
07_2016,TN,H_COMP_2,4,13,83,Tennessee,East South Central,Communication with Doctors,Composite Measure
07_2016,TN,H_COMP_3,9,22,69,Tennessee,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2016,TN,H_COMP_5,19,16,65,Tennessee,East South Central,Communication about Medicines,Composite Measure
07_2016,TN,H_COMP_6,14,0,86,Tennessee,East South Central,Discharge Information,Composite Measure
07_2016,TN,H_COMP_7,6,43,51,Tennessee,East South Central,Care Transition,Composite Measure
07_2016,TN,H_HSP_RATING,8,20,72,Tennessee,East South Central,Overall Hospital Rating,Global Item
07_2016,TN,H_QUIET_HSP,7,26,67,Tennessee,East South Central,Quietness of Hospital Environment,Individual Item
07_2016,TN,H_RECMND,6,23,71,Tennessee,East South Central,Willingness to Recommend the Hospital,Global Item
07_2016,TX,H_CLEAN_HSP,8,17,75,Texas,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2016,TX,H_COMP_1,4,16,80,Texas,West South Central,Communication with Nurses,Composite Measure
07_2016,TX,H_COMP_2,4,13,83,Texas,West South Central,Communication with Doctors,Composite Measure
07_2016,TX,H_COMP_3,9,21,70,Texas,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2016,TX,H_COMP_5,17,17,66,Texas,West South Central,Communication about Medicines,Composite Measure
07_2016,TX,H_COMP_6,14,0,86,Texas,West South Central,Discharge Information,Composite Measure
07_2016,TX,H_COMP_7,5,42,53,Texas,West South Central,Care Transition,Composite Measure
07_2016,TX,H_HSP_RATING,7,19,74,Texas,West South Central,Overall Hospital Rating,Global Item
07_2016,TX,H_QUIET_HSP,7,24,69,Texas,West South Central,Quietness of Hospital Environment,Individual Item
07_2016,TX,H_RECMND,5,21,74,Texas,West South Central,Willingness to Recommend the Hospital,Global Item
07_2016,UT,H_CLEAN_HSP,7,19,74,Utah,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2016,UT,H_COMP_1,3,17,80,Utah,Mountain,Communication with Nurses,Composite Measure
07_2016,UT,H_COMP_2,2,14,84,Utah,Mountain,Communication with Doctors,Composite Measure
07_2016,UT,H_COMP_3,6,25,69,Utah,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2016,UT,H_COMP_5,15,19,66,Utah,Mountain,Communication about Medicines,Composite Measure
07_2016,UT,H_COMP_6,10,0,90,Utah,Mountain,Discharge Information,Composite Measure
07_2016,UT,H_COMP_7,5,38,57,Utah,Mountain,Care Transition,Composite Measure
07_2016,UT,H_HSP_RATING,6,18,76,Utah,Mountain,Overall Hospital Rating,Global Item
07_2016,UT,H_QUIET_HSP,7,30,63,Utah,Mountain,Quietness of Hospital Environment,Individual Item
07_2016,UT,H_RECMND,3,20,77,Utah,Mountain,Willingness to Recommend the Hospital,Global Item
07_2016,VA,H_CLEAN_HSP,9,19,72,Virginia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2016,VA,H_COMP_1,5,16,79,Virginia,South Atlantic,Communication with Nurses,Composite Measure
07_2016,VA,H_COMP_2,4,15,81,Virginia,South Atlantic,Communication with Doctors,Composite Measure
07_2016,VA,H_COMP_3,10,25,65,Virginia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2016,VA,H_COMP_5,18,18,64,Virginia,South Atlantic,Communication about Medicines,Composite Measure
07_2016,VA,H_COMP_6,12,0,88,Virginia,South Atlantic,Discharge Information,Composite Measure
07_2016,VA,H_COMP_7,6,43,51,Virginia,South Atlantic,Care Transition,Composite Measure
07_2016,VA,H_HSP_RATING,8,22,70,Virginia,South Atlantic,Overall Hospital Rating,Global Item
07_2016,VA,H_QUIET_HSP,9,30,61,Virginia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2016,VA,H_RECMND,5,25,70,Virginia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2016,VT,H_CLEAN_HSP,5,19,76,Vermont,New England,Cleanliness of Hospital Environment,Individual Item
07_2016,VT,H_COMP_1,4,16,80,Vermont,New England,Communication with Nurses,Composite Measure
07_2016,VT,H_COMP_2,4,14,82,Vermont,New England,Communication with Doctors,Composite Measure
07_2016,VT,H_COMP_3,7,23,70,Vermont,New England,Responsiveness of Hospital Staff,Composite Measure
07_2016,VT,H_COMP_5,17,18,65,Vermont,New England,Communication about Medicines,Composite Measure
07_2016,VT,H_COMP_6,11,0,89,Vermont,New England,Discharge Information,Composite Measure
07_2016,VT,H_COMP_7,4,42,54,Vermont,New England,Care Transition,Composite Measure
07_2016,VT,H_HSP_RATING,6,22,72,Vermont,New England,Overall Hospital Rating,Global Item
07_2016,VT,H_QUIET_HSP,11,34,55,Vermont,New England,Quietness of Hospital Environment,Individual Item
07_2016,VT,H_RECMND,4,22,74,Vermont,New England,Willingness to Recommend the Hospital,Global Item
07_2016,WA,H_CLEAN_HSP,8,19,73,Washington,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2016,WA,H_COMP_1,4,18,78,Washington,Pacific,Communication with Nurses,Composite Measure
07_2016,WA,H_COMP_2,5,15,80,Washington,Pacific,Communication with Doctors,Composite Measure
07_2016,WA,H_COMP_3,8,27,65,Washington,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2016,WA,H_COMP_5,17,18,65,Washington,Pacific,Communication about Medicines,Composite Measure
07_2016,WA,H_COMP_6,12,0,88,Washington,Pacific,Discharge Information,Composite Measure
07_2016,WA,H_COMP_7,6,42,52,Washington,Pacific,Care Transition,Composite Measure
07_2016,WA,H_HSP_RATING,8,21,71,Washington,Pacific,Overall Hospital Rating,Global Item
07_2016,WA,H_QUIET_HSP,11,34,55,Washington,Pacific,Quietness of Hospital Environment,Individual Item
07_2016,WA,H_RECMND,5,23,72,Washington,Pacific,Willingness to Recommend the Hospital,Global Item
07_2016,WI,H_CLEAN_HSP,5,16,79,Wisconsin,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2016,WI,H_COMP_1,3,15,82,Wisconsin,East North Central,Communication with Nurses,Composite Measure
07_2016,WI,H_COMP_2,3,14,83,Wisconsin,East North Central,Communication with Doctors,Composite Measure
07_2016,WI,H_COMP_3,5,22,73,Wisconsin,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2016,WI,H_COMP_5,14,18,68,Wisconsin,East North Central,Communication about Medicines,Composite Measure
07_2016,WI,H_COMP_6,10,0,90,Wisconsin,East North Central,Discharge Information,Composite Measure
07_2016,WI,H_COMP_7,4,40,56,Wisconsin,East North Central,Care Transition,Composite Measure
07_2016,WI,H_HSP_RATING,5,19,76,Wisconsin,East North Central,Overall Hospital Rating,Global Item
07_2016,WI,H_QUIET_HSP,7,28,65,Wisconsin,East North Central,Quietness of Hospital Environment,Individual Item
07_2016,WI,H_RECMND,3,22,75,Wisconsin,East North Central,Willingness to Recommend the Hospital,Global Item
07_2016,WV,H_CLEAN_HSP,8,18,74,West Virginia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2016,WV,H_COMP_1,5,16,79,West Virginia,South Atlantic,Communication with Nurses,Composite Measure
07_2016,WV,H_COMP_2,4,14,82,West Virginia,South Atlantic,Communication with Doctors,Composite Measure
07_2016,WV,H_COMP_3,9,23,68,West Virginia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2016,WV,H_COMP_5,18,17,65,West Virginia,South Atlantic,Communication about Medicines,Composite Measure
07_2016,WV,H_COMP_6,13,0,87,West Virginia,South Atlantic,Discharge Information,Composite Measure
07_2016,WV,H_COMP_7,5,45,50,West Virginia,South Atlantic,Care Transition,Composite Measure
07_2016,WV,H_HSP_RATING,8,23,69,West Virginia,South Atlantic,Overall Hospital Rating,Global Item
07_2016,WV,H_QUIET_HSP,10,31,59,West Virginia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2016,WV,H_RECMND,6,27,67,West Virginia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2016,WY,H_CLEAN_HSP,7,19,74,Wyoming,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2016,WY,H_COMP_1,4,17,79,Wyoming,Mountain,Communication with Nurses,Composite Measure
07_2016,WY,H_COMP_2,4,14,82,Wyoming,Mountain,Communication with Doctors,Composite Measure
07_2016,WY,H_COMP_3,6,20,74,Wyoming,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2016,WY,H_COMP_5,16,18,66,Wyoming,Mountain,Communication about Medicines,Composite Measure
07_2016,WY,H_COMP_6,11,0,89,Wyoming,Mountain,Discharge Information,Composite Measure
07_2016,WY,H_COMP_7,5,43,52,Wyoming,Mountain,Care Transition,Composite Measure
07_2016,WY,H_HSP_RATING,7,23,70,Wyoming,Mountain,Overall Hospital Rating,Global Item
07_2016,WY,H_QUIET_HSP,7,29,64,Wyoming,Mountain,Quietness of Hospital Environment,Individual Item
07_2016,WY,H_RECMND,4,29,67,Wyoming,Mountain,Willingness to Recommend the Hospital,Global Item
07_2017,AK,H_CLEAN_HSP,8,20,72,Alaska,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2017,AK,H_COMP_1,3,21,76,Alaska,Pacific,Communication with Nurses,Composite Measure
07_2017,AK,H_COMP_2,4,16,80,Alaska,Pacific,Communication with Doctors,Composite Measure
07_2017,AK,H_COMP_3,7,23,70,Alaska,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2017,AK,H_COMP_5,15,20,65,Alaska,Pacific,Communication about Medicines,Composite Measure
07_2017,AK,H_COMP_6,14,0,86,Alaska,Pacific,Discharge Information,Composite Measure
07_2017,AK,H_COMP_7,5,46,49,Alaska,Pacific,Care Transition,Composite Measure
07_2017,AK,H_HSP_RATING,6,27,67,Alaska,Pacific,Overall Hospital Rating,Global Item
07_2017,AK,H_QUIET_HSP,10,32,58,Alaska,Pacific,Quietness of Hospital Environment,Individual Item
07_2017,AK,H_RECMND,4,27,69,Alaska,Pacific,Willingness to Recommend the Hospital,Global Item
07_2017,AL,H_CLEAN_HSP,10,17,73,Alabama,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2017,AL,H_COMP_1,5,13,82,Alabama,East South Central,Communication with Nurses,Composite Measure
07_2017,AL,H_COMP_2,3,11,86,Alabama,East South Central,Communication with Doctors,Composite Measure
07_2017,AL,H_COMP_3,9,21,70,Alabama,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,AL,H_COMP_5,17,16,67,Alabama,East South Central,Communication about Medicines,Composite Measure
07_2017,AL,H_COMP_6,14,0,86,Alabama,East South Central,Discharge Information,Composite Measure
07_2017,AL,H_COMP_7,6,44,50,Alabama,East South Central,Care Transition,Composite Measure
07_2017,AL,H_HSP_RATING,7,21,72,Alabama,East South Central,Overall Hospital Rating,Global Item
07_2017,AL,H_QUIET_HSP,6,22,72,Alabama,East South Central,Quietness of Hospital Environment,Individual Item
07_2017,AL,H_RECMND,5,24,71,Alabama,East South Central,Willingness to Recommend the Hospital,Global Item
07_2017,AR,H_CLEAN_HSP,8,17,75,Arkansas,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2017,AR,H_COMP_1,4,15,81,Arkansas,West South Central,Communication with Nurses,Composite Measure
07_2017,AR,H_COMP_2,4,12,84,Arkansas,West South Central,Communication with Doctors,Composite Measure
07_2017,AR,H_COMP_3,8,22,70,Arkansas,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,AR,H_COMP_5,17,16,67,Arkansas,West South Central,Communication about Medicines,Composite Measure
07_2017,AR,H_COMP_6,15,0,85,Arkansas,West South Central,Discharge Information,Composite Measure
07_2017,AR,H_COMP_7,5,43,52,Arkansas,West South Central,Care Transition,Composite Measure
07_2017,AR,H_HSP_RATING,7,20,73,Arkansas,West South Central,Overall Hospital Rating,Global Item
07_2017,AR,H_QUIET_HSP,7,24,69,Arkansas,West South Central,Quietness of Hospital Environment,Individual Item
07_2017,AR,H_RECMND,5,25,70,Arkansas,West South Central,Willingness to Recommend the Hospital,Global Item
07_2017,AZ,H_CLEAN_HSP,11,20,69,Arizona,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2017,AZ,H_COMP_1,5,18,77,Arizona,Mountain,Communication with Nurses,Composite Measure
07_2017,AZ,H_COMP_2,5,18,77,Arizona,Mountain,Communication with Doctors,Composite Measure
07_2017,AZ,H_COMP_3,9,27,64,Arizona,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2017,AZ,H_COMP_5,19,18,63,Arizona,Mountain,Communication about Medicines,Composite Measure
07_2017,AZ,H_COMP_6,13,0,87,Arizona,Mountain,Discharge Information,Composite Measure
07_2017,AZ,H_COMP_7,7,44,49,Arizona,Mountain,Care Transition,Composite Measure
07_2017,AZ,H_HSP_RATING,9,21,70,Arizona,Mountain,Overall Hospital Rating,Global Item
07_2017,AZ,H_QUIET_HSP,11,31,58,Arizona,Mountain,Quietness of Hospital Environment,Individual Item
07_2017,AZ,H_RECMND,6,25,69,Arizona,Mountain,Willingness to Recommend the Hospital,Global Item
07_2017,CA,H_CLEAN_HSP,10,19,71,California,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2017,CA,H_COMP_1,6,19,75,California,Pacific,Communication with Nurses,Composite Measure
07_2017,CA,H_COMP_2,6,16,78,California,Pacific,Communication with Doctors,Composite Measure
07_2017,CA,H_COMP_3,12,27,61,California,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2017,CA,H_COMP_5,20,18,62,California,Pacific,Communication about Medicines,Composite Measure
07_2017,CA,H_COMP_6,15,0,85,California,Pacific,Discharge Information,Composite Measure
07_2017,CA,H_COMP_7,7,44,49,California,Pacific,Care Transition,Composite Measure
07_2017,CA,H_HSP_RATING,9,22,69,California,Pacific,Overall Hospital Rating,Global Item
07_2017,CA,H_QUIET_HSP,16,32,52,California,Pacific,Quietness of Hospital Environment,Individual Item
07_2017,CA,H_RECMND,7,23,70,California,Pacific,Willingness to Recommend the Hospital,Global Item
07_2017,CO,H_CLEAN_HSP,7,17,76,Colorado,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2017,CO,H_COMP_1,4,15,81,Colorado,Mountain,Communication with Nurses,Composite Measure
07_2017,CO,H_COMP_2,4,14,82,Colorado,Mountain,Communication with Doctors,Composite Measure
07_2017,CO,H_COMP_3,6,24,70,Colorado,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2017,CO,H_COMP_5,15,19,66,Colorado,Mountain,Communication about Medicines,Composite Measure
07_2017,CO,H_COMP_6,11,0,89,Colorado,Mountain,Discharge Information,Composite Measure
07_2017,CO,H_COMP_7,5,41,54,Colorado,Mountain,Care Transition,Composite Measure
07_2017,CO,H_HSP_RATING,6,18,76,Colorado,Mountain,Overall Hospital Rating,Global Item
07_2017,CO,H_QUIET_HSP,7,27,66,Colorado,Mountain,Quietness of Hospital Environment,Individual Item
07_2017,CO,H_RECMND,4,20,76,Colorado,Mountain,Willingness to Recommend the Hospital,Global Item
07_2017,CT,H_CLEAN_HSP,8,18,74,Connecticut,New England,Cleanliness of Hospital Environment,Individual Item
07_2017,CT,H_COMP_1,5,15,80,Connecticut,New England,Communication with Nurses,Composite Measure
07_2017,CT,H_COMP_2,6,15,79,Connecticut,New England,Communication with Doctors,Composite Measure
07_2017,CT,H_COMP_3,11,24,65,Connecticut,New England,Responsiveness of Hospital Staff,Composite Measure
07_2017,CT,H_COMP_5,20,18,62,Connecticut,New England,Communication about Medicines,Composite Measure
07_2017,CT,H_COMP_6,13,0,87,Connecticut,New England,Discharge Information,Composite Measure
07_2017,CT,H_COMP_7,5,44,51,Connecticut,New England,Care Transition,Composite Measure
07_2017,CT,H_HSP_RATING,8,22,70,Connecticut,New England,Overall Hospital Rating,Global Item
07_2017,CT,H_QUIET_HSP,14,33,53,Connecticut,New England,Quietness of Hospital Environment,Individual Item
07_2017,CT,H_RECMND,5,25,70,Connecticut,New England,Willingness to Recommend the Hospital,Global Item
07_2017,DC,H_CLEAN_HSP,17,22,61,District of Columbia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2017,DC,H_COMP_1,10,19,71,District of Columbia,South Atlantic,Communication with Nurses,Composite Measure
07_2017,DC,H_COMP_2,6,17,77,District of Columbia,South Atlantic,Communication with Doctors,Composite Measure
07_2017,DC,H_COMP_3,20,27,53,District of Columbia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2017,DC,H_COMP_5,26,18,56,District of Columbia,South Atlantic,Communication about Medicines,Composite Measure
07_2017,DC,H_COMP_6,18,0,82,District of Columbia,South Atlantic,Discharge Information,Composite Measure
07_2017,DC,H_COMP_7,9,48,43,District of Columbia,South Atlantic,Care Transition,Composite Measure
07_2017,DC,H_HSP_RATING,14,28,58,District of Columbia,South Atlantic,Overall Hospital Rating,Global Item
07_2017,DC,H_QUIET_HSP,16,31,53,District of Columbia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2017,DC,H_RECMND,10,30,60,District of Columbia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2017,DE,H_CLEAN_HSP,9,19,72,Delaware,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2017,DE,H_COMP_1,4,15,81,Delaware,South Atlantic,Communication with Nurses,Composite Measure
07_2017,DE,H_COMP_2,5,15,80,Delaware,South Atlantic,Communication with Doctors,Composite Measure
07_2017,DE,H_COMP_3,9,23,68,Delaware,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2017,DE,H_COMP_5,18,17,65,Delaware,South Atlantic,Communication about Medicines,Composite Measure
07_2017,DE,H_COMP_6,12,0,88,Delaware,South Atlantic,Discharge Information,Composite Measure
07_2017,DE,H_COMP_7,5,42,53,Delaware,South Atlantic,Care Transition,Composite Measure
07_2017,DE,H_HSP_RATING,8,21,71,Delaware,South Atlantic,Overall Hospital Rating,Global Item
07_2017,DE,H_QUIET_HSP,11,32,57,Delaware,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2017,DE,H_RECMND,5,25,70,Delaware,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2017,FL,H_CLEAN_HSP,11,19,70,Florida,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2017,FL,H_COMP_1,6,17,77,Florida,South Atlantic,Communication with Nurses,Composite Measure
07_2017,FL,H_COMP_2,6,16,78,Florida,South Atlantic,Communication with Doctors,Composite Measure
07_2017,FL,H_COMP_3,12,25,63,Florida,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2017,FL,H_COMP_5,21,18,61,Florida,South Atlantic,Communication about Medicines,Composite Measure
07_2017,FL,H_COMP_6,15,0,85,Florida,South Atlantic,Discharge Information,Composite Measure
07_2017,FL,H_COMP_7,7,43,50,Florida,South Atlantic,Care Transition,Composite Measure
07_2017,FL,H_HSP_RATING,10,22,68,Florida,South Atlantic,Overall Hospital Rating,Global Item
07_2017,FL,H_QUIET_HSP,11,30,59,Florida,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2017,FL,H_RECMND,7,24,69,Florida,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2017,GA,H_CLEAN_HSP,9,18,73,Georgia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2017,GA,H_COMP_1,5,15,80,Georgia,South Atlantic,Communication with Nurses,Composite Measure
07_2017,GA,H_COMP_2,4,13,83,Georgia,South Atlantic,Communication with Doctors,Composite Measure
07_2017,GA,H_COMP_3,11,23,66,Georgia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2017,GA,H_COMP_5,19,16,65,Georgia,South Atlantic,Communication about Medicines,Composite Measure
07_2017,GA,H_COMP_6,14,0,86,Georgia,South Atlantic,Discharge Information,Composite Measure
07_2017,GA,H_COMP_7,6,43,51,Georgia,South Atlantic,Care Transition,Composite Measure
07_2017,GA,H_HSP_RATING,8,20,72,Georgia,South Atlantic,Overall Hospital Rating,Global Item
07_2017,GA,H_QUIET_HSP,7,25,68,Georgia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2017,GA,H_RECMND,6,23,71,Georgia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2017,HI,H_CLEAN_HSP,6,15,79,Hawaii,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2017,HI,H_COMP_1,3,15,82,Hawaii,Pacific,Communication with Nurses,Composite Measure
07_2017,HI,H_COMP_2,4,13,83,Hawaii,Pacific,Communication with Doctors,Composite Measure
07_2017,HI,H_COMP_3,8,21,71,Hawaii,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2017,HI,H_COMP_5,16,18,66,Hawaii,Pacific,Communication about Medicines,Composite Measure
07_2017,HI,H_COMP_6,15,0,85,Hawaii,Pacific,Discharge Information,Composite Measure
07_2017,HI,H_COMP_7,4,40,56,Hawaii,Pacific,Care Transition,Composite Measure
07_2017,HI,H_HSP_RATING,7,19,74,Hawaii,Pacific,Overall Hospital Rating,Global Item
07_2017,HI,H_QUIET_HSP,10,28,62,Hawaii,Pacific,Quietness of Hospital Environment,Individual Item
07_2017,HI,H_RECMND,4,22,74,Hawaii,Pacific,Willingness to Recommend the Hospital,Global Item
07_2017,IA,H_CLEAN_HSP,5,15,80,Iowa,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,IA,H_COMP_1,2,16,82,Iowa,West North Central,Communication with Nurses,Composite Measure
07_2017,IA,H_COMP_2,3,12,85,Iowa,West North Central,Communication with Doctors,Composite Measure
07_2017,IA,H_COMP_3,5,23,72,Iowa,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,IA,H_COMP_5,14,20,66,Iowa,West North Central,Communication about Medicines,Composite Measure
07_2017,IA,H_COMP_6,11,0,89,Iowa,West North Central,Discharge Information,Composite Measure
07_2017,IA,H_COMP_7,3,40,57,Iowa,West North Central,Care Transition,Composite Measure
07_2017,IA,H_HSP_RATING,5,18,77,Iowa,West North Central,Overall Hospital Rating,Global Item
07_2017,IA,H_QUIET_HSP,6,28,66,Iowa,West North Central,Quietness of Hospital Environment,Individual Item
07_2017,IA,H_RECMND,3,21,76,Iowa,West North Central,Willingness to Recommend the Hospital,Global Item
07_2017,ID,H_CLEAN_HSP,5,15,80,Idaho,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2017,ID,H_COMP_1,3,16,81,Idaho,Mountain,Communication with Nurses,Composite Measure
07_2017,ID,H_COMP_2,3,13,84,Idaho,Mountain,Communication with Doctors,Composite Measure
07_2017,ID,H_COMP_3,5,20,75,Idaho,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2017,ID,H_COMP_5,14,18,68,Idaho,Mountain,Communication about Medicines,Composite Measure
07_2017,ID,H_COMP_6,10,0,90,Idaho,Mountain,Discharge Information,Composite Measure
07_2017,ID,H_COMP_7,4,40,56,Idaho,Mountain,Care Transition,Composite Measure
07_2017,ID,H_HSP_RATING,5,19,76,Idaho,Mountain,Overall Hospital Rating,Global Item
07_2017,ID,H_QUIET_HSP,7,30,63,Idaho,Mountain,Quietness of Hospital Environment,Individual Item
07_2017,ID,H_RECMND,3,22,75,Idaho,Mountain,Willingness to Recommend the Hospital,Global Item
07_2017,IL,H_CLEAN_HSP,7,17,76,Illinois,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,IL,H_COMP_1,4,15,81,Illinois,East North Central,Communication with Nurses,Composite Measure
07_2017,IL,H_COMP_2,4,14,82,Illinois,East North Central,Communication with Doctors,Composite Measure
07_2017,IL,H_COMP_3,8,23,69,Illinois,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,IL,H_COMP_5,18,17,65,Illinois,East North Central,Communication about Medicines,Composite Measure
07_2017,IL,H_COMP_6,12,0,88,Illinois,East North Central,Discharge Information,Composite Measure
07_2017,IL,H_COMP_7,5,42,53,Illinois,East North Central,Care Transition,Composite Measure
07_2017,IL,H_HSP_RATING,7,21,72,Illinois,East North Central,Overall Hospital Rating,Global Item
07_2017,IL,H_QUIET_HSP,9,29,62,Illinois,East North Central,Quietness of Hospital Environment,Individual Item
07_2017,IL,H_RECMND,5,24,71,Illinois,East North Central,Willingness to Recommend the Hospital,Global Item
07_2017,IN,H_CLEAN_HSP,7,17,76,Indiana,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,IN,H_COMP_1,3,15,82,Indiana,East North Central,Communication with Nurses,Composite Measure
07_2017,IN,H_COMP_2,3,15,82,Indiana,East North Central,Communication with Doctors,Composite Measure
07_2017,IN,H_COMP_3,6,23,71,Indiana,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,IN,H_COMP_5,17,18,65,Indiana,East North Central,Communication about Medicines,Composite Measure
07_2017,IN,H_COMP_6,11,0,89,Indiana,East North Central,Discharge Information,Composite Measure
07_2017,IN,H_COMP_7,5,41,54,Indiana,East North Central,Care Transition,Composite Measure
07_2017,IN,H_HSP_RATING,6,18,76,Indiana,East North Central,Overall Hospital Rating,Global Item
07_2017,IN,H_QUIET_HSP,8,30,62,Indiana,East North Central,Quietness of Hospital Environment,Individual Item
07_2017,IN,H_RECMND,4,22,74,Indiana,East North Central,Willingness to Recommend the Hospital,Global Item
07_2017,KS,H_CLEAN_HSP,6,15,79,Kansas,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2017,KS,H_COMP_1,3,14,83,Kansas,West North Central,Communication with Nurses,Composite Measure
07_2017,KS,H_COMP_2,2,12,86,Kansas,West North Central,Communication with Doctors,Composite Measure
07_2017,KS,H_COMP_3,5,21,74,Kansas,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,KS,H_COMP_5,14,18,68,Kansas,West North Central,Communication about Medicines,Composite Measure
07_2017,KS,H_COMP_6,12,0,88,Kansas,West North Central,Discharge Information,Composite Measure
07_2017,KS,H_COMP_7,4,39,57,Kansas,West North Central,Care Transition,Composite Measure
07_2017,KS,H_HSP_RATING,5,17,78,Kansas,West North Central,Overall Hospital Rating,Global Item
07_2017,KS,H_QUIET_HSP,5,26,69,Kansas,West North Central,Quietness of Hospital Environment,Individual Item
07_2017,KS,H_RECMND,2,21,77,Kansas,West North Central,Willingness to Recommend the Hospital,Global Item
07_2017,KY,H_CLEAN_HSP,8,16,76,Kentucky,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2017,KY,H_COMP_1,4,14,82,Kentucky,East South Central,Communication with Nurses,Composite Measure
07_2017,KY,H_COMP_2,3,12,85,Kentucky,East South Central,Communication with Doctors,Composite Measure
07_2017,KY,H_COMP_3,8,22,70,Kentucky,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2017,KY,H_COMP_5,17,16,67,Kentucky,East South Central,Communication about Medicines,Composite Measure
07_2017,KY,H_COMP_6,13,0,87,Kentucky,East South Central,Discharge Information,Composite Measure
07_2017,KY,H_COMP_7,5,41,54,Kentucky,East South Central,Care Transition,Composite Measure
07_2017,KY,H_HSP_RATING,7,20,73,Kentucky,East South Central,Overall Hospital Rating,Global Item
07_2017,KY,H_QUIET_HSP,7,27,66,Kentucky,East South Central,Quietness of Hospital Environment,Individual Item
07_2017,KY,H_RECMND,4,24,72,Kentucky,East South Central,Willingness to Recommend the Hospital,Global Item
